ID,SMILES,IC50,pIC50,bioactivity,bio_code,bio_code2,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,Molecular.Weight,AlogP
CHEMBL295690,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.5,9.3,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1129939,Inhibitory concentration required to inhibit Angiotensin I converting enzyme (ACE),J. Med. Chem.,1997,321.44,2.46
CHEMBL296331,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,540,6.27,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,251.17,-0.37
CHEMBL298388,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21,13,7.89,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,541.67,2.01
CHEMBL298647,O=C(CN1Cc2c(Cl)cccc2NC1=O)NO,90000,4.05,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154033,Inhibition of human recombinant ACE by fluorimetry,Bioorg. Med. Chem. Lett.,2009,371.33,2.68
CHEMBL298827,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,860,6.07,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,448.46,2.75
CHEMBL299169,O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,22,7.66,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer A) against Angiotensin I converting enzyme,J. Med. Chem.,1986,334.37,0.74
CHEMBL299181,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,4,8.4,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1129939,Inhibitory concentration required to inhibit Angiotensin I converting enzyme (ACE),J. Med. Chem.,1997,318.4,2.07
CHEMBL299438,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21,22,7.66,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,413.52,1.99
CHEMBL299441,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21,14,7.85,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,Inhibitory activity on Angiotensin I converting enzyme (ACE) obtained from pig renal cortex and hippuryl-histidyl-leucine as substrate,J. Med. Chem.,1989,405.45,0.88
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,12,7.92,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,419.48,1.57
CHEMBL299759,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,30199.52,4.52,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154033,Inhibition of human recombinant ACE by fluorimetry,Bioorg. Med. Chem. Lett.,2009,484.5,2.48
CHEMBL299875,CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,5.4,8.27,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203227,Inhibition of ACE,J. Med. Chem.,2011,321.44,2.46
CHEMBL300016,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,14,7.85,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,423.47,1.22
CHEMBL301364,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,36,7.44,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,243.33,1.16
CHEMBL301703,O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(Cc1ccccc1)CC(S)Cc1ccccc1,2400,5.62,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154033,Inhibition of human recombinant ACE by fluorimetry,Bioorg. Med. Chem. Lett.,2009,321.32,2.05
CHEMBL301751,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)COc2ccccc21,31,7.51,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1145855,Inhibitory activity against Angiotensin I converting enzyme (ACE) from human blood serum,J. Med. Chem.,2003,237.32,2.54
CHEMBL3037879,C[C@H](N[C@H](C(=O)O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)O,700,6.16,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,392.48,1.57
CHEMBL3039598,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,1,9,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1129939,Inhibitory concentration required to inhibit Angiotensin I converting enzyme (ACE),J. Med. Chem.,1997,335.47,2.85
CHEMBL304881,CN1C(=O)CC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,16,7.8,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,243.24,-1.11
CHEMBL305108,O=C(N[C@H]1CCC(=O)N2CC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,20,7.7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,390.51,2.03
CHEMBL305938,O=C(O)[C@H]1CCCN1C(=O)CCS,200,6.7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,258.3,-0.24
CHEMBL306556,O=C(O)[C@@H]1C=CCN1C(=O)CCS,645.65,6.19,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,477.5,1.53
CHEMBL308267,O=C(O)CCc1cc(O)c2n(c1=O)[C@H](C(=O)O)CC2,457.09,6.34,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,493.5,1.23
CHEMBL309308,NCCC[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.188,8.66,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,430.55,2.77
CHEMBL309333,O=C(CCS)N[C@@H](CS)C(=O)O,67608.3,4.17,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1156023,Inhibition of ACE1 after 10 to 15 mins by fluorescence assay,J. Med. Chem.,2009,1174.44,None
CHEMBL309601,C[C@H](NP(=O)(O)CCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,7.079,8.15,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,258.27,-0.49
CHEMBL309798,O=C(NC(CCc1ccccc1)P(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,72.44,7.14,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,485.52,1.64
CHEMBL309799,CC(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,64.57,7.19,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,519.54,1.83
CHEMBL309914,CC(S)C(=O)N[C@@H](CS)C(=O)O,7943.28,5.1,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,317.39,1.65
CHEMBL309941,C[C@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3.02,8.52,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,217.29,0.63
CHEMBL309962,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,3.715,8.43,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2439978,Inhibition of ACE (unknown origin),Bioorg. Med. Chem.,2013,368.47,1.94
CHEMBL310139,N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,218.78,6.66,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,255.19,-1.91
CHEMBL310200,COc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2ccccc2)C(=O)O)cc1,290,6.54,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,629.72,-0.42
CHEMBL310578,O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O,33113.11,4.48,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,307.37,2.07
CHEMBL310624,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O,2511.89,5.6,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,277.39,2.49
CHEMBL310750,O=C(O)CCn1c(=O)n2n(c1=O)[C@H](C(=O)O)C=CC2,1,9,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,438.52,2.57
CHEMBL310841,O=C(NC(Cc1ccccc1)CP(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,10,8,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,217.29,0.63
CHEMBL310869,NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,100,7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,436.4,0.94
CHEMBL311064,O=C(CCS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,4570.88,5.34,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,348.4,1.13
CHEMBL311268,C[C@H](NC(CCCNC(=O)OCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.884,8.54,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,415.56,3.71
CHEMBL311316,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCS,38904.51,4.41,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1125229,Compound was tested for its inhibitory potency against Angiotensin I converting enzyme,J. Med. Chem.,1991,376.45,1.6
CHEMBL311363,C[C@@H]1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,3.02,8.52,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,513.59,3.51
CHEMBL311471,CCN(C[C@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,6.457,8.19,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,412.44,2.05
CHEMBL311525,C[C@H](CS)C(=O)N1C(=O)CC[C@H]1C(=O)O,9,8.05,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,618.73,5.69
CHEMBL311757,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,3.467,8.46,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,438.48,1.42
CHEMBL311988,CC(C(=O)O)C1CCCCC(CS)C1=O,52.48,7.28,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,416.41,1.34
CHEMBL312094,O=C(CCS)N[C@@H](Cc1ccccc1)C(=O)O,426.58,6.37,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,410.56,1.51
CHEMBL312120,O=C(CS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,758.58,6.12,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,Inhibitory activity on Angiotensin I converting enzyme (ACE) obtained from pig renal cortex and hippuryl-histidyl-leucine as substrate,J. Med. Chem.,1989,475.59,3.48
CHEMBL312224,O=C(O)C(CCc1ccccc1)NC1CCC[C@H]2SC[C@@H](C(=O)O)N2C1=O,0.6026,9.22,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,436.51,2.84
CHEMBL312431,C[C@H](NC(C(=O)O)C1CCCN1C(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,2.884,8.54,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,415.56,3.71
CHEMBL312550,O=C(O)[C@@H]1CCCN1C(=O)CCP(=O)(O)O,47863.01,4.32,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124532,Compound tested in vitro for inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1989,438.57,1.91
CHEMBL312918,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,42,7.38,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,526.48,2.53
CHEMBL313419,CCCC[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,731,6.14,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203023,Inhibition of ACE,J. Med. Chem.,2011,436.51,2.7
CHEMBL314706,O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,430,6.37,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,412.49,2.55
CHEMBL316865,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)OCC,5100,5.29,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,470.52,2.11
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,9900,5,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,588.7,4.24
CHEMBL317304,CCCCN1C[C@@H](C(=O)O)N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)O)C1=O,6.7,8.17,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,528.61,4.03
CHEMBL32032,O=C(N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,9400,5.03,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,396.44,2.22
CHEMBL321012,O=C(O)C1CCCN1C(=O)C1CCCC1S,125.89,6.9,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,489.61,3.56
CHEMBL322069,CC(=O)SCC(C)C(=O)Nc1ccccc1,2000,5.7,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,321.4,1.94
CHEMBL322266,O=C(O)C(CCc1ccccc1)NC1CCCC2SCC(C(=O)O)N2C1=O,1.995,8.7,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,346.38,1.23
CHEMBL322291,O=C(O)C1C=CCn2c(=O)n(CS)c(=O)n21,2511.89,5.6,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,235.35,2.14
CHEMBL325056,O=C(NC1CCC[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,5,8.3,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,360.41,1.16
CHEMBL325544,O=C(O)C1CCCN2C(=O)CC(CS)C(=O)N12,125.89,6.9,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203023,Inhibition of ACE,J. Med. Chem.,2011,470.6,None
CHEMBL3264007,CN[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O)C(C)C,220,6.66,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,481.55,2.45
CHEMBL3264008,CN[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O)C(C)C,52,7.28,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,516.92,3.46
CHEMBL3264009,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O,76,7.12,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,496.5,3.36
CHEMBL3264010,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O,88,7.06,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,556.69,1.94
CHEMBL326902,O=C(O)Cn1c(=O)n2n(c1=O)C(C(=O)O)C=CC2,3.162,8.5,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,486.63,3.21
CHEMBL327401,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,60,7.22,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,456.48,1.76
CHEMBL327799,C[C@H](O)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,665,6.18,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,425.58,1.45
CHEMBL328030,CC(C)Oc1ccc(C[C@H](NC(=O)[C@@H](NCP(=O)(O)O)C(C)C)C(=O)O)cc1,92,7.04,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,488.5,2.86
CHEMBL328327,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,87,7.06,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,429.56,4.04
CHEMBL328378,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,2.1,8.68,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,309.43,2.53
CHEMBL328463,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2c(c1)OCO2)NCP(=O)(O)O,147,6.83,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1145855,Inhibitory activity against Angiotensin I converting enzyme (ACE) from bovine kidney,J. Med. Chem.,2003,231.32,1.16
CHEMBL328537,C[C@@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3200,5.5,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,526.63,3.06
CHEMBL328737,CC[C@H](C)C(NCC(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,65,7.19,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,J. Med. Chem.,1986,362.43,1.52
CHEMBL328811,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)OCC,2200,5.66,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,265.33,1.59
CHEMBL328814,C[C@@H](C[Si](O)(O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,72,7.14,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,498.58,2.58
CHEMBL328847,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,7900,5.1,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,293.34,1.82
CHEMBL329464,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NCP(=O)(O)O,473,6.33,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,417.46,0.8
CHEMBL329530,C[C@H](c1ccccc1)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,138,6.86,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,359.43,0.62
