ID,SMILES,IC50,pIC50,bioactivity,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,MW,LogP,nHA,nHD,TPSA,nHET,nRot,Aro
CHEMBL287896,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,30,7.52,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,350.438,0.9846,6,2,125.51,7,6,1
CHEMBL289022,CS[C@@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,0.5248,9.28,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,486.568,-1.0223,8,3,165.27,10,14,1
CHEMBL289267,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCc2ccccc2)C(=O)O)CCc2ccccc21,2.9,8.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,428.508,-0.2256,7,3,132.24,8,9,2
CHEMBL289556,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,1,9,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4266030,Inhibition of human fully glycosylated ACE C-terminal domain expressed in CHO cells using Cbz-Phe-His-Leu as substrate preincubated for 15 mins followed by substrate addition measured after 10 mins by fluorescence spectrophotometric analysis,J Med Chem,2018,408.542,2.0148,6,2,150.81,8,5,1
CHEMBL289618,CCOC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,15,7.82,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,525.6,1.0434,10,3,134.27,10,15,2
CHEMBL290284,O=C(O)CN1C(=O)[C@@H](NC(CCc2ccccc2)C(=O)O)CSc2ccccc21,3,8.52,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,414.481,-0.93,7,3,132.24,8,8,2
CHEMBL29031,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N2CCC[C@H]2C(=O)O)cc1,67000,4.17,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,473.548,1.2034,9,3,141.26,10,8,2
CHEMBL290328,COC(=O)[C@H](CC(C)C)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1000,6,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,362.424,-0.304,7,2,95.94,7,8,1
CHEMBL290802,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2ccccc2)C(=O)O)CCc2ccccc21,8.5,8.07,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,382.415,-0.4171,7,3,106.94,7,7,2
CHEMBL291381,O=C(CCC(=O)N1CCCC1C(=O)O)NO,50000,4.3,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126739,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1993,230.219,-1.1214,7,3,106.94,7,4,0
CHEMBL293794,CC(NC(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1)C(=O)O,3800,5.42,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127546,Tested for inhibitory potency against Angiotensin I converting enzyme,J. Med. Chem.,1994,371.5,3.494,4,2,105.2,5,9,2
CHEMBL295690,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.5,9.3,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124532,Compound tested in vitro for inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1989,495.663,-2.0469,8,4,183.56,10,12,1
CHEMBL296331,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,540,6.27,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,449.505,0.4565,8,3,111.73,8,9,3
CHEMBL298388,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21,13,7.89,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,416.521,0.9133,6,2,150.81,8,6,2
CHEMBL298647,O=C(CN1Cc2c(Cl)cccc2NC1=O)NO,90000,4.05,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1134493,Inhibition against angiotensin I converting enzyme,J. Med. Chem.,2001,255.66,-0.1839,6,3,81.67,7,2,1
CHEMBL298827,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,860,6.07,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,253.321,0.832,4,2,105.2,5,6,1
CHEMBL299169,O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,22,7.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,350.438,0.8426,6,2,125.51,7,6,1
CHEMBL299181,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,4,8.4,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,364.465,1.2509,6,2,125.51,7,7,1
CHEMBL299438,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21,22,7.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,404.529,2.2372,6,2,125.51,7,6,1
CHEMBL299441,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21,14,7.85,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,430.548,1.3677,6,2,150.81,8,7,2
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,12,7.92,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,398.482,1.8806,6,2,125.51,7,6,2
CHEMBL299759,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,30199.52,4.52,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1128468,Biological activity was measured against Angiotensin I converting enzyme,J. Med. Chem.,1995,261.28,-2.4261,6,4,108.21,6,5,2
CHEMBL299875,CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,5.4,8.27,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,364.465,1.8019,6,2,125.51,7,7,1
CHEMBL300016,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,14,7.85,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,386.471,1.9668,6,2,125.51,7,8,2
CHEMBL301364,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,36,7.44,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,412.509,2.335,6,2,125.51,7,7,2
CHEMBL301703,O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(Cc1ccccc1)CC(S)Cc1ccccc1,2400,5.62,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127546,Tested for inhibitory potency against Angiotensin I Converting Enzyme,J. Med. Chem.,1994,463.596,4.5902,5,3,125.43,6,11,3
CHEMBL301751,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)COc2ccccc21,31,7.51,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127937,Tested in vitro for inhibition of Angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,414.481,1.746,7,2,134.74,8,7,2
CHEMBL3037879,C[C@H](N[C@H](C(=O)O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)O,700,6.16,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,313.353,-5.0684,8,4,118.97,8,6,0
CHEMBL3039598,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,1,9,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,563.669,5.3486,8,1,120.02,9,15,1
CHEMBL304881,CN1C(=O)CC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,16,7.8,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127958,In vitro inhibitory activity against angiotensin converting enzyme (ACE) in rat was determined,Bioorg. Med. Chem. Lett.,1994,379.436,-1.5828,8,2,145.82,9,6,1
CHEMBL305108,O=C(N[C@H]1CCC(=O)N2CC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,20,7.7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127958,In vitro inhibitory activity against angiotensin converting enzyme (ACE) in rat was determined,Bioorg. Med. Chem. Lett.,1994,391.447,-1.3032,8,2,145.82,9,5,1
CHEMBL305938,O=C(O)[C@H]1CCCN1C(=O)CCS,200,6.7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,203.261,0.1477,4,1,96.41,5,3,0
CHEMBL306556,O=C(O)[C@@H]1C=CCN1C(=O)CCS,645.65,6.19,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,201.245,-0.1277,4,1,96.41,5,3,0
CHEMBL308267,O=C(O)CCc1cc(O)c2n(c1=O)[C@H](C(=O)O)CC2,457.09,6.34,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,267.236,-0.6163,7,3,115.14,7,4,0
CHEMBL309308,NCCC[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.188,8.66,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,391.466,-3.0012,8,4,132.96,8,11,1
CHEMBL309333,O=C(CCS)N[C@@H](CS)C(=O)O,67608.3,4.17,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,209.289,-0.5361,4,2,144,6,5,0
CHEMBL309601,C[C@H](NP(=O)(O)CCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,7.079,8.15,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,354.342,-0.5329,7,3,116.75,8,6,1
CHEMBL309798,O=C(NC(CCc1ccccc1)P(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,72.44,7.14,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,458.449,1.1241,8,3,133.82,9,9,2
CHEMBL309799,CC(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,64.57,7.19,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,292.358,0.9644,5,3,120.99,6,5,2
CHEMBL309914,CC(S)C(=O)N[C@@H](CS)C(=O)O,7943.28,5.1,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,209.289,-0.5841,4,2,144,6,4,0
CHEMBL309941,C[C@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3.02,8.52,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,436.506,2.6177,7,2,103.78,7,9,2
CHEMBL309962,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,3.715,8.43,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,313.397,0.9705,5,2,141.94,7,4,1
CHEMBL310139,N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,218.78,6.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,445.514,-1.4293,9,4,150.03,9,9,1
CHEMBL310200,COc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2ccccc2)C(=O)O)cc1,290,6.54,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127600,Tested in vitro for its inhibitory activity against neutral endopeptidase (NEP),J. Med. Chem.,1994,419.565,2.7547,5,2,139.73,7,11,2
CHEMBL310578,O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O,33113.11,4.48,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,215.204,-0.607,6,2,94.91,6,4,0
CHEMBL310624,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O,2511.89,5.6,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,554.598,-0.7498,12,5,188.36,12,15,2
CHEMBL310750,O=C(O)CCn1c(=O)n2n(c1=O)[C@H](C(=O)O)C=CC2,1,9,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,269.212,-2.4868,9,2,118.46,9,4,0
CHEMBL310841,O=C(NC(Cc1ccccc1)CP(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,10,8,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,458.449,0.9632,8,3,133.82,9,9,2
CHEMBL310869,NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,100,7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,445.514,-1.4293,9,4,150.03,9,9,1
CHEMBL311064,O=C(CCS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,4570.88,5.34,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,292.358,1.0124,5,3,120.99,6,6,2
CHEMBL311268,C[C@H](NC(CCCNC(=O)OCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.884,8.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,435.475,-1.1412,10,4,145.27,10,12,1
CHEMBL311316,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCS,38904.51,4.41,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,259.369,1.7218,4,0,85.41,5,5,0
CHEMBL311363,C[C@@H]1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,3.02,8.52,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,362.424,-0.676,7,3,106.94,7,8,1
CHEMBL311471,CCN(C[C@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,6.457,8.19,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,424.495,2.5842,7,2,98.15,7,8,2
CHEMBL311525,C[C@H](CS)C(=O)N1C(=O)CC[C@H]1C(=O)O,9,8.05,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,231.271,-0.2002,5,1,113.48,6,3,0
CHEMBL311757,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,3.467,8.46,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,560.646,-0.803,12,5,188.36,12,15,1
CHEMBL311988,CC(C(=O)O)C1CCCCC(CS)C1=O,52.48,7.28,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,230.327,1.5534,3,1,93.17,4,3,0
CHEMBL312094,O=C(CCS)N[C@@H](Cc1ccccc1)C(=O)O,426.58,6.37,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,253.321,0.973,4,2,105.2,5,6,1
CHEMBL312120,O=C(CS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,758.58,6.12,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,278.331,0.558,5,3,120.99,6,5,2
CHEMBL312224,O=C(O)C(CCc1ccccc1)NC1CCC[C@H]2SC[C@@H](C(=O)O)N2C1=O,0.6026,9.22,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,392.475,-0.1705,7,3,132.24,8,7,1
CHEMBL312431,C[C@H](NC(C(=O)O)C1CCCN1C(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,2.884,8.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,417.46,-1.2516,9,3,127.25,9,7,1
CHEMBL312550,O=C(O)[C@@H]1CCCN1C(=O)CCP(=O)(O)O,47863.01,4.32,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,251.174,-3.6407,7,3,124.95,8,4,0
CHEMBL312918,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,42,7.38,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,541.667,0.347,9,4,174.84,10,13,2
CHEMBL313419,CCCC[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,731,6.14,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,448.454,-2.0118,8,5,145.77,9,12,2
CHEMBL314706,O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,430,6.37,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer A) against Angiotensin I converting enzyme,J. Med. Chem.,1986,334.371,-1.3427,7,3,106.94,7,8,1
CHEMBL316865,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)OCC,5100,5.29,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,413.513,0.5609,9,2,116.25,9,14,0
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,9900,5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,Inhibitory activity on Angiotensin I converting enzyme (ACE) obtained from pig renal cortex and hippuryl-histidyl-leucine as substrate,J. Med. Chem.,1989,405.449,-0.7236,9,2,116.25,9,10,1
CHEMBL317304,CCCCN1C[C@@H](C(=O)O)N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)O)C1=O,6.7,8.17,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,419.476,-0.2427,9,3,127.25,9,11,1
CHEMBL32032,O=C(N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,9400,5.03,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,423.468,1.1729,8,3,115.81,8,8,2
CHEMBL321012,O=C(O)C1CCCN1C(=O)C1CCCC1S,125.89,6.9,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,243.326,0.7511,4,1,96.41,5,2,0
CHEMBL322069,CC(=O)SCC(C)C(=O)Nc1ccccc1,2000,5.7,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1145855,Inhibitory activity against Angiotensin I converting enzyme (ACE) from human blood serum,J. Med. Chem.,2003,237.322,1.5585,3,1,71.47,4,5,1
CHEMBL322266,O=C(O)C(CCc1ccccc1)NC1CCCC2SCC(C(=O)O)N2C1=O,1.995,8.7,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,392.475,-0.1705,7,3,132.24,8,7,1
CHEMBL322291,O=C(O)C1C=CCn2c(=O)n(CS)c(=O)n21,2511.89,5.6,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,243.242,-1.898,7,1,119.96,8,2,0
CHEMBL325056,O=C(NC1CCC[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,5,8.3,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,390.502,1.6327,6,2,125.51,7,5,1
CHEMBL325544,O=C(O)C1CCCN2C(=O)CC(CS)C(=O)N12,125.89,6.9,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,258.297,-2.0405,6,1,116.72,7,2,0
CHEMBL3264007,CN[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O)C(C)C,220,6.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,477.496,-3.0799,9,6,157.8,10,11,2
CHEMBL3264008,CN[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O)C(C)C,52,7.28,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,493.495,-3.4256,10,7,178.03,11,11,2
CHEMBL3264009,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O,76,7.12,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,485.516,-1.4925,10,6,174.87,11,12,1
CHEMBL3264010,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)P(=O)(O)O,88,7.06,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3259630,Inhibition of human ACE C-terminal domain using Cbz-Phe-His-Leu-OH substrate,ACS Med. Chem. Lett.,2014,519.533,-1.1777,10,6,174.87,11,12,2
CHEMBL326902,O=C(O)Cn1c(=O)n2n(c1=O)C(C(=O)O)C=CC2,3.162,8.5,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,255.185,-2.9412,9,2,118.46,9,3,0
